Altium Designer Pick and Place Locations
X:\ENGENHARIA DE PRODUTO\PROJETOS\LAYOUT\PCI MODULO DE ADAPTACAO VW1101M-8 CC1190 915MHZ\10384 R1.0 - ALAN\.\10384 R1.0 - Gerber\Pick Place\Pick Place for 10384 R1.0 - PAINEL.txt

========================================================================================================================
File Design Information:

Date:       29/01/26
Time:       09:06
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

Designator Comment          Layer    Footprint                         Center-X(mm) Center-Y(mm) Rotation Description                   
C15        12pF             TopLayer 0603_C_-_REFLOW                   108.7898     44.7977      180      "Capacitor Cerâmico SMD 0603" 
C13        0.8pF            TopLayer 0603_C_-_REFLOW                   114.1611     38.1400      90       "Capacitor Cerâmico SMD 0603" 
R1         10k              TopLayer 0603_R_-_Reflow                   130.3236     36.9957      0        "Resistor SMD 0603"           
U1         VW1101M          TopLayer VW1101M                           133.3128     15.5448      90       "Módulo RF"                   
C1         100nF            TopLayer 0603_C_-_REFLOW                   137.5750     30.5857      90       "Capacitor Cerâmico SMD 0603" 
U3         NS-FREQ          TopLayer FILTRO_SAW                        134.5061     34.6734      90       ""                            
Z2         0R               TopLayer 0603_RF                           133.5403     3.0699       270      0603                          
Z1         0R               TopLayer 0603_RF                           135.1896     3.0502       270      0603                          
R5         47R              TopLayer 0603_R_-_Reflow                   139.2261     42.9386      0        "Resistor SMD 0603"           
R4         10R              TopLayer 0603_R_-_Reflow                   139.2261     44.4197      0        "Resistor SMD 0603"           
L3         22nH             TopLayer 0603_L_-_WAVE                     138.9821     45.9308      180      "Indutor SMD 0603"            
L2         11nH             TopLayer 0603_L_-_WAVE                     137.5492     35.3143      270      "Indutor SMD 0603"            
L1         1.5nH            TopLayer 0603_L_-_WAVE                     139.9761     38.7151      90       "Indutor SMD 0603"            
C8         220pF            TopLayer 0603_C_-_REFLOW                   138.3426     32.8335      180      "Capacitor Cerâmico SMD 0603" 
C7         47pF             TopLayer 0603_C_-_REFLOW                   142.2871     45.9724      180      "Capacitor Cerâmico SMD 0603" 
C6         1nF              TopLayer 0603_C_-_REFLOW                   142.2871     44.4889      180      "Capacitor Cerâmico SMD 0603" 
C5         1uF              TopLayer 0603_C_-_REFLOW                   142.2871     42.9856      180      "Capacitor Cerâmico SMD 0603" 
C4         15pF             TopLayer 0603_C_-_REFLOW                   142.2691     37.6487      180      "Capacitor Cerâmico SMD 0603" 
C3         27pF             TopLayer 0603_C_-_REFLOW                   142.2581     39.6901      180      "Capacitor Cerâmico SMD 0603" 
C2         10uF             TopLayer 0603_C_-_REFLOW                   139.0739     35.3646      90       "Capacitor Cerâmico SMD 0603" 
CON1       ""               TopLayer CON_3_VIAS_ILHA_QUADRADA_COM_FURO 142.3481     31.5584      90       "CON 3 VIAS"                  
CON2       "11 PINOS"       TopLayer BARRA_DE_TERMINAL_F_11X1_2mm      142.8491     10.7977      270      "BARRA DE TERMINAL"           
R3         10k              TopLayer 0603_R_-_Reflow                   130.3212     39.9873      0        "Resistor SMD 0603"           
R2         10k              TopLayer 0603_R_-_Reflow                   130.3062     38.5062      0        "Resistor SMD 0603"           
U2         CC1190RGVR       TopLayer SPVQN-N16                         134.6534     42.8175      270      ""                            
Z4         ""               TopLayer 0603_RF                           133.7363     27.5896      180      0603                          
L4         9.1nH            TopLayer 0603_L_-_WAVE                     127.0299     34.0232      270      "Indutor SMD 0603"            
CON3       IPEX             TopLayer CON_RF_IPEX_UMCC_MHF              127.0359     29.4740      180      "Conector RF"                 
Z3         0R               TopLayer 0603_RF                           134.5181     29.8171      90       0603                          
Z5         ""               TopLayer 0603_RF                           135.3132     32.0576      180      0603                          
R6         3.3k             TopLayer 0603_R_-_Reflow                   139.1695     41.3336      0        "Resistor SMD 0603"           
P3         "PONTO FIDUCIAL" TopLayer PONTO_FIDUCIAL                    145.2669     0.0071       90       ""                            
P2         "PONTO FIDUCIAL" TopLayer PONTO_FIDUCIAL                    131.4051     0.0071       90       ""                            
P1         "PONTO FIDUCIAL" TopLayer PONTO_FIDUCIAL                    131.4050     29.9510      90       ""                            
L5         3nH              TopLayer 0603_L_-_WAVE                     127.0299     39.0578      270      "Indutor SMD 0603"            
L6         7.5nH            TopLayer 0603_L_-_WAVE                     127.0371     45.5344      270      "Indutor SMD 0603"            
L7         10nH             TopLayer 0603_L_-_WAVE                     134.5466     38.3134      270      "Indutor SMD 0603"            
C10        0.5pF            TopLayer 0603_C_-_REFLOW                   127.8115     31.5240      180      "Capacitor Cerâmico SMD 0603" 
C11        7.5pF            TopLayer 0603_C_-_REFLOW                   126.2387     36.5523      0        "Capacitor Cerâmico SMD 0603" 
C12        3.3pF            TopLayer 0603_C_-_REFLOW                   126.2387     41.5629      0        "Capacitor Cerâmico SMD 0603" 
C9         47pF             TopLayer 0603_C_-_REFLOW                   127.8053     43.0674      180      "Capacitor Cerâmico SMD 0603" 
C14        12pF             TopLayer 0603_C_-_REFLOW                   129.2944     46.5331      0        "Capacitor Cerâmico SMD 0603" 
C15        12pF             TopLayer 0603_C_-_REFLOW                   130.6898     44.7977      180      "Capacitor Cerâmico SMD 0603" 
C13        0.8pF            TopLayer 0603_C_-_REFLOW                   136.0611     38.1400      90       "Capacitor Cerâmico SMD 0603" 
R1         10k              TopLayer 0603_R_-_Reflow                   152.2236     36.9957      0        "Resistor SMD 0603"           
U1         VW1101M          TopLayer VW1101M                           155.2128     15.5448      90       "Módulo RF"                   
C1         100nF            TopLayer 0603_C_-_REFLOW                   159.4750     30.5857      90       "Capacitor Cerâmico SMD 0603" 
U3         NS-FREQ          TopLayer FILTRO_SAW                        156.4061     34.6734      90       ""                            
Z2         0R               TopLayer 0603_RF                           155.4403     3.0699       270      0603                          
Z1         0R               TopLayer 0603_RF                           157.0896     3.0502       270      0603                          
R5         47R              TopLayer 0603_R_-_Reflow                   161.1261     42.9386      0        "Resistor SMD 0603"           
R4         10R              TopLayer 0603_R_-_Reflow                   161.1261     44.4197      0        "Resistor SMD 0603"           
L3         22nH             TopLayer 0603_L_-_WAVE                     160.8821     45.9308      180      "Indutor SMD 0603"            
L2         11nH             TopLayer 0603_L_-_WAVE                     159.4492     35.3143      270      "Indutor SMD 0603"            
L1         1.5nH            TopLayer 0603_L_-_WAVE                     161.8761     38.7151      90       "Indutor SMD 0603"            
C8         220pF            TopLayer 0603_C_-_REFLOW                   160.2426     32.8335      180      "Capacitor Cerâmico SMD 0603" 
C7         47pF             TopLayer 0603_C_-_REFLOW                   164.1871     45.9724      180      "Capacitor Cerâmico SMD 0603" 
C6         1nF              TopLayer 0603_C_-_REFLOW                   164.1871     44.4889      180      "Capacitor Cerâmico SMD 0603" 
C5         1uF              TopLayer 0603_C_-_REFLOW                   164.1871     42.9856      180      "Capacitor Cerâmico SMD 0603" 
C4         15pF             TopLayer 0603_C_-_REFLOW                   164.1691     37.6487      180      "Capacitor Cerâmico SMD 0603" 
C3         27pF             TopLayer 0603_C_-_REFLOW                   164.1581     39.6901      180      "Capacitor Cerâmico SMD 0603" 
C2         10uF             TopLayer 0603_C_-_REFLOW                   160.9739     35.3646      90       "Capacitor Cerâmico SMD 0603" 
CON1       ""               TopLayer CON_3_VIAS_ILHA_QUADRADA_COM_FURO 164.2481     31.5584      90       "CON 3 VIAS"                  
CON2       "11 PINOS"       TopLayer BARRA_DE_TERMINAL_F_11X1_2mm      164.7491     10.7977      270      "BARRA DE TERMINAL"           
R3         10k              TopLayer 0603_R_-_Reflow                   152.2212     39.9873      0        "Resistor SMD 0603"           
R2         10k              TopLayer 0603_R_-_Reflow                   152.2062     38.5062      0        "Resistor SMD 0603"           
U2         CC1190RGVR       TopLayer SPVQN-N16                         156.5534     42.8175      270      ""                            
Z4         ""               TopLayer 0603_RF                           155.6363     27.5896      180      0603                          
L4         9.1nH            TopLayer 0603_L_-_WAVE                     148.9299     34.0232      270      "Indutor SMD 0603"            
CON3       IPEX             TopLayer CON_RF_IPEX_UMCC_MHF              148.9359     29.4740      180      "Conector RF"                 
Z3         0R               TopLayer 0603_RF                           156.4181     29.8171      90       0603                          
Z5         ""               TopLayer 0603_RF                           157.2132     32.0576      180      0603                          
R6         3.3k             TopLayer 0603_R_-_Reflow                   161.0695     41.3336      0        "Resistor SMD 0603"           
P3         "PONTO FIDUCIAL" TopLayer PONTO_FIDUCIAL                    167.1669     0.0071       90       ""                            
P2         "PONTO FIDUCIAL" TopLayer PONTO_FIDUCIAL                    153.3051     0.0071       90       ""                            
P1         "PONTO FIDUCIAL" TopLayer PONTO_FIDUCIAL                    153.3050     29.9510      90       ""                            
L5         3nH              TopLayer 0603_L_-_WAVE                     148.9299     39.0578      270      "Indutor SMD 0603"            
L6         7.5nH            TopLayer 0603_L_-_WAVE                     148.9371     45.5344      270      "Indutor SMD 0603"            
L7         10nH             TopLayer 0603_L_-_WAVE                     156.4466     38.3134      270      "Indutor SMD 0603"            
C10        0.5pF            TopLayer 0603_C_-_REFLOW                   149.7115     31.5240      180      "Capacitor Cerâmico SMD 0603" 
C11        7.5pF            TopLayer 0603_C_-_REFLOW                   148.1387     36.5523      0        "Capacitor Cerâmico SMD 0603" 
C12        3.3pF            TopLayer 0603_C_-_REFLOW                   148.1387     41.5629      0        "Capacitor Cerâmico SMD 0603" 
C9         47pF             TopLayer 0603_C_-_REFLOW                   149.7053     43.0674      180      "Capacitor Cerâmico SMD 0603" 
C14        12pF             TopLayer 0603_C_-_REFLOW                   151.1944     46.5331      0        "Capacitor Cerâmico SMD 0603" 
C15        12pF             TopLayer 0603_C_-_REFLOW                   152.5898     44.7977      180      "Capacitor Cerâmico SMD 0603" 
C13        0.8pF            TopLayer 0603_C_-_REFLOW                   157.9611     38.1400      90       "Capacitor Cerâmico SMD 0603" 
R1         10k              TopLayer 0603_R_-_Reflow                   174.1236     36.9957      0        "Resistor SMD 0603"           
U1         VW1101M          TopLayer VW1101M                           177.1128     15.5448      90       "Módulo RF"                   
C1         100nF            TopLayer 0603_C_-_REFLOW                   181.3750     30.5857      90       "Capacitor Cerâmico SMD 0603" 
U3         NS-FREQ          TopLayer FILTRO_SAW                        178.3061     34.6734      90       ""                            
Z2         0R               TopLayer 0603_RF                           177.3403     3.0699       270      0603                          
Z1         0R               TopLayer 0603_RF                           178.9896     3.0502       270      0603                          
R5         47R              TopLayer 0603_R_-_Reflow                   183.0261     42.9386      0        "Resistor SMD 0603"           
R4         10R              TopLayer 0603_R_-_Reflow                   183.0261     44.4197      0        "Resistor SMD 0603"           
L3         22nH             TopLayer 0603_L_-_WAVE                     182.7821     45.9308      180      "Indutor SMD 0603"            
L2         11nH             TopLayer 0603_L_-_WAVE                     181.3492     35.3143      270      "Indutor SMD 0603"            
L1         1.5nH            TopLayer 0603_L_-_WAVE                     183.7761     38.7151      90       "Indutor SMD 0603"            
C8         220pF            TopLayer 0603_C_-_REFLOW                   182.1426     32.8335      180      "Capacitor Cerâmico SMD 0603" 
C7         47pF             TopLayer 0603_C_-_REFLOW                   186.0871     45.9724      180      "Capacitor Cerâmico SMD 0603" 
C6         1nF              TopLayer 0603_C_-_REFLOW                   186.0871     44.4889      180      "Capacitor Cerâmico SMD 0603" 
C5         1uF              TopLayer 0603_C_-_REFLOW                   186.0871     42.9856      180      "Capacitor Cerâmico SMD 0603" 
C4         15pF             TopLayer 0603_C_-_REFLOW                   186.0691     37.6487      180      "Capacitor Cerâmico SMD 0603" 
C3         27pF             TopLayer 0603_C_-_REFLOW                   186.0581     39.6901      180      "Capacitor Cerâmico SMD 0603" 
C2         10uF             TopLayer 0603_C_-_REFLOW                   182.8739     35.3646      90       "Capacitor Cerâmico SMD 0603" 
CON1       ""               TopLayer CON_3_VIAS_ILHA_QUADRADA_COM_FURO 186.1481     31.5584      90       "CON 3 VIAS"                  
CON2       "11 PINOS"       TopLayer BARRA_DE_TERMINAL_F_11X1_2mm      186.6491     10.7977      270      "BARRA DE TERMINAL"           
R3         10k              TopLayer 0603_R_-_Reflow                   174.1212     39.9873      0        "Resistor SMD 0603"           
R2         10k              TopLayer 0603_R_-_Reflow                   174.1062     38.5062      0        "Resistor SMD 0603"           
U2         CC1190RGVR       TopLayer SPVQN-N16                         178.4534     42.8175      270      ""                            
Z4         ""               TopLayer 0603_RF                           177.5363     27.5896      180      0603                          
L4         9.1nH            TopLayer 0603_L_-_WAVE                     170.8299     34.0232      270      "Indutor SMD 0603"            
CON3       IPEX             TopLayer CON_RF_IPEX_UMCC_MHF              170.8359     29.4740      180      "Conector RF"                 
Z3         0R               TopLayer 0603_RF                           178.3181     29.8171      90       0603                          
Z5         ""               TopLayer 0603_RF                           179.1132     32.0576      180      0603                          
R6         3.3k             TopLayer 0603_R_-_Reflow                   182.9695     41.3336      0        "Resistor SMD 0603"           
P3         "PONTO FIDUCIAL" TopLayer PONTO_FIDUCIAL                    189.0669     0.0071       90       ""                            
P2         "PONTO FIDUCIAL" TopLayer PONTO_FIDUCIAL                    175.2051     0.0071       90       ""                            
P1         "PONTO FIDUCIAL" TopLayer PONTO_FIDUCIAL                    175.2050     29.9510      90       ""                            
L5         3nH              TopLayer 0603_L_-_WAVE                     170.8299     39.0578      270      "Indutor SMD 0603"            
L6         7.5nH            TopLayer 0603_L_-_WAVE                     170.8371     45.5344      270      "Indutor SMD 0603"            
L7         10nH             TopLayer 0603_L_-_WAVE                     178.3466     38.3134      270      "Indutor SMD 0603"            
C10        0.5pF            TopLayer 0603_C_-_REFLOW                   171.6115     31.5240      180      "Capacitor Cerâmico SMD 0603" 
C11        7.5pF            TopLayer 0603_C_-_REFLOW                   170.0387     36.5523      0        "Capacitor Cerâmico SMD 0603" 
C12        3.3pF            TopLayer 0603_C_-_REFLOW                   170.0387     41.5629      0        "Capacitor Cerâmico SMD 0603" 
C9         47pF             TopLayer 0603_C_-_REFLOW                   171.6053     43.0674      180      "Capacitor Cerâmico SMD 0603" 
C14        12pF             TopLayer 0603_C_-_REFLOW                   173.0944     46.5331      0        "Capacitor Cerâmico SMD 0603" 
C15        12pF             TopLayer 0603_C_-_REFLOW                   174.4898     44.7977      180      "Capacitor Cerâmico SMD 0603" 
C13        0.8pF            TopLayer 0603_C_-_REFLOW                   179.8611     38.1400      90       "Capacitor Cerâmico SMD 0603" 
R1         10k              TopLayer 0603_R_-_Reflow                   196.0236     36.9957      0        "Resistor SMD 0603"           
U1         VW1101M          TopLayer VW1101M                           199.0128     15.5448      90       "Módulo RF"                   
C1         100nF            TopLayer 0603_C_-_REFLOW                   203.2750     30.5857      90       "Capacitor Cerâmico SMD 0603" 
U3         NS-FREQ          TopLayer FILTRO_SAW                        200.2061     34.6734      90       ""                            
Z2         0R               TopLayer 0603_RF                           199.2403     3.0699       270      0603                          
Z1         0R               TopLayer 0603_RF                           200.8896     3.0502       270      0603                          
R5         47R              TopLayer 0603_R_-_Reflow                   204.9261     42.9386      0        "Resistor SMD 0603"           
R4         10R              TopLayer 0603_R_-_Reflow                   204.9261     44.4197      0        "Resistor SMD 0603"           
L3         22nH             TopLayer 0603_L_-_WAVE                     204.6821     45.9308      180      "Indutor SMD 0603"            
L2         11nH             TopLayer 0603_L_-_WAVE                     203.2492     35.3143      270      "Indutor SMD 0603"            
L1         1.5nH            TopLayer 0603_L_-_WAVE                     205.6761     38.7151      90       "Indutor SMD 0603"            
C8         220pF            TopLayer 0603_C_-_REFLOW                   204.0426     32.8335      180      "Capacitor Cerâmico SMD 0603" 
C7         47pF             TopLayer 0603_C_-_REFLOW                   207.9871     45.9724      180      "Capacitor Cerâmico SMD 0603" 
C6         1nF              TopLayer 0603_C_-_REFLOW                   207.9871     44.4889      180      "Capacitor Cerâmico SMD 0603" 
C5         1uF              TopLayer 0603_C_-_REFLOW                   207.9871     42.9856      180      "Capacitor Cerâmico SMD 0603" 
C4         15pF             TopLayer 0603_C_-_REFLOW                   207.9691     37.6487      180      "Capacitor Cerâmico SMD 0603" 
C3         27pF             TopLayer 0603_C_-_REFLOW                   207.9581     39.6901      180      "Capacitor Cerâmico SMD 0603" 
C2         10uF             TopLayer 0603_C_-_REFLOW                   204.7739     35.3646      90       "Capacitor Cerâmico SMD 0603" 
CON1       ""               TopLayer CON_3_VIAS_ILHA_QUADRADA_COM_FURO 208.0481     31.5584      90       "CON 3 VIAS"                  
CON2       "11 PINOS"       TopLayer BARRA_DE_TERMINAL_F_11X1_2mm      208.5491     10.7977      270      "BARRA DE TERMINAL"           
R3         10k              TopLayer 0603_R_-_Reflow                   196.0212     39.9873      0        "Resistor SMD 0603"           
R2         10k              TopLayer 0603_R_-_Reflow                   196.0062     38.5062      0        "Resistor SMD 0603"           
U2         CC1190RGVR       TopLayer SPVQN-N16                         200.3534     42.8175      270      ""                            
Z4         ""               TopLayer 0603_RF                           199.4363     27.5896      180      0603                          
L4         9.1nH            TopLayer 0603_L_-_WAVE                     192.7299     34.0232      270      "Indutor SMD 0603"            
CON3       IPEX             TopLayer CON_RF_IPEX_UMCC_MHF              192.7359     29.4740      180      "Conector RF"                 
Z3         0R               TopLayer 0603_RF                           200.2181     29.8171      90       0603                          
Z5         ""               TopLayer 0603_RF                           201.0132     32.0576      180      0603                          
R6         3.3k             TopLayer 0603_R_-_Reflow                   204.8695     41.3336      0        "Resistor SMD 0603"           
P3         "PONTO FIDUCIAL" TopLayer PONTO_FIDUCIAL                    210.9669     0.0071       90       ""                            
P2         "PONTO FIDUCIAL" TopLayer PONTO_FIDUCIAL                    197.1051     0.0071       90       ""                            
P1         "PONTO FIDUCIAL" TopLayer PONTO_FIDUCIAL                    197.1050     29.9510      90       ""                            
L5         3nH              TopLayer 0603_L_-_WAVE                     192.7299     39.0578      270      "Indutor SMD 0603"            
L6         7.5nH            TopLayer 0603_L_-_WAVE                     192.7371     45.5344      270      "Indutor SMD 0603"            
L7         10nH             TopLayer 0603_L_-_WAVE                     200.2466     38.3134      270      "Indutor SMD 0603"            
C10        0.5pF            TopLayer 0603_C_-_REFLOW                   193.5115     31.5240      180      "Capacitor Cerâmico SMD 0603" 
C11        7.5pF            TopLayer 0603_C_-_REFLOW                   191.9387     36.5523      0        "Capacitor Cerâmico SMD 0603" 
C12        3.3pF            TopLayer 0603_C_-_REFLOW                   191.9387     41.5629      0        "Capacitor Cerâmico SMD 0603" 
C9         47pF             TopLayer 0603_C_-_REFLOW                   193.5053     43.0674      180      "Capacitor Cerâmico SMD 0603" 
C14        12pF             TopLayer 0603_C_-_REFLOW                   194.9944     46.5331      0        "Capacitor Cerâmico SMD 0603" 
C15        12pF             TopLayer 0603_C_-_REFLOW                   196.3898     44.7977      180      "Capacitor Cerâmico SMD 0603" 
C13        0.8pF            TopLayer 0603_C_-_REFLOW                   201.7611     38.1400      90       "Capacitor Cerâmico SMD 0603" 
