Altium Designer Pick and Place Locations
C:\Users\6\Desktop\Altium Projetos\PCI MODULO DE ADAPTACAO VW1101M-8 CC1190 915MHZ\10384 R1.0\.\10384 R1.0 - Gerber\Pick Place\Pick Place for 10384 R1.0 - PAINEL.txt

========================================================================================================================
File Design Information:

Date:       28/01/26
Time:       17:47
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

Designator Comment          Layer    Footprint                         Center-X(mm) Center-Y(mm) Rotation Description                   
C13        0.8pF            TopLayer 0603_C_-_REFLOW                   220.9601     8.4884       270      "Capacitor Cerâmico SMD 0603" 
U1         VW1101M          TopLayer VW1101M                           175.1084     31.0836      270      "Módulo RF"                   
C1         100nF            TopLayer 0603_C_-_REFLOW                   170.8462     16.0427      270      "Capacitor Cerâmico SMD 0603" 
U3         NS-FREQ          TopLayer FILTRO_SAW                        173.9151     11.9550      270      ""                            
Z2         0R               TopLayer 0603_RF                           174.8809     43.5585      90       0603                          
Z1         0R               TopLayer 0603_RF                           173.2316     43.5782      90       0603                          
R5         47R              TopLayer 0603_R_-_Reflow                   169.1951     3.6898       180      "Resistor SMD 0603"           
R4         10R              TopLayer 0603_R_-_Reflow                   169.1951     2.2087       180      "Resistor SMD 0603"           
L3         22nH             TopLayer 0603_L_-_WAVE                     169.4391     0.6976       360      "Indutor SMD 0603"            
L2         11nH             TopLayer 0603_L_-_WAVE                     170.8720     11.3141      90       "Indutor SMD 0603"            
L1         1.5nH            TopLayer 0603_L_-_WAVE                     168.4451     7.9133       270      "Indutor SMD 0603"            
C8         220pF            TopLayer 0603_C_-_REFLOW                   170.0786     13.7949      360      "Capacitor Cerâmico SMD 0603" 
C7         47pF             TopLayer 0603_C_-_REFLOW                   166.1341     0.6560       360      "Capacitor Cerâmico SMD 0603" 
C6         1nF              TopLayer 0603_C_-_REFLOW                   166.1341     2.1395       360      "Capacitor Cerâmico SMD 0603" 
C5         1uF              TopLayer 0603_C_-_REFLOW                   166.1341     3.6428       360      "Capacitor Cerâmico SMD 0603" 
C4         15pF             TopLayer 0603_C_-_REFLOW                   166.1521     8.9797       360      "Capacitor Cerâmico SMD 0603" 
C3         27pF             TopLayer 0603_C_-_REFLOW                   166.1631     6.9383       360      "Capacitor Cerâmico SMD 0603" 
C2         10uF             TopLayer 0603_C_-_REFLOW                   169.3473     11.2638      270      "Capacitor Cerâmico SMD 0603" 
CON1       ""               TopLayer CON_3_VIAS_ILHA_QUADRADA_COM_FURO 166.0731     15.0700      270      "CON 3 VIAS"                  
CON2       "11 PINOS"       TopLayer BARRA_DE_TERMINAL_F_11X1_2mm      165.5721     35.8307      90       "BARRA DE TERMINAL"           
R3         10k              TopLayer 0603_R_-_Reflow                   178.1000     6.6411       180      "Resistor SMD 0603"           
R2         10k              TopLayer 0603_R_-_Reflow                   178.1150     8.1222       180      "Resistor SMD 0603"           
R1         10k              TopLayer 0603_R_-_Reflow                   178.0976     9.6327       360      "Resistor SMD 0603"           
U2         CC1190RGVR       TopLayer SPVQN-N16                         173.7678     3.8109       90       ""                            
Z4         ""               TopLayer 0603_RF                           174.6849     19.0388      360      0603                          
L4         9.1nH            TopLayer 0603_L_-_WAVE                     181.3913     12.6052      90       "Indutor SMD 0603"            
CON3       IPEX             TopLayer CON_RF_IPEX_UMCC_MHF              181.3853     17.1544      360      "Conector RF"                 
Z3         0R               TopLayer 0603_RF                           173.9031     16.8113      270      0603                          
Z5         ""               TopLayer 0603_RF                           173.1080     14.5709      360      0603                          
R6         3.3k             TopLayer 0603_R_-_Reflow                   169.2517     5.2948       180      "Resistor SMD 0603"           
P3         "PONTO FIDUCIAL" TopLayer PONTO_FIDUCIAL                    163.1543     46.6213      270      ""                            
P2         "PONTO FIDUCIAL" TopLayer PONTO_FIDUCIAL                    177.0161     46.6213      270      ""                            
P1         "PONTO FIDUCIAL" TopLayer PONTO_FIDUCIAL                    177.0162     16.6774      270      ""                            
L5         3nH              TopLayer 0603_L_-_WAVE                     181.3913     7.5706       90       "Indutor SMD 0603"            
L6         7.5nH            TopLayer 0603_L_-_WAVE                     181.3841     1.0940       90       "Indutor SMD 0603"            
L7         10nH             TopLayer 0603_L_-_WAVE                     173.8746     8.3150       90       "Indutor SMD 0603"            
C10        0.5pF            TopLayer 0603_C_-_REFLOW                   180.6097     15.1045      360      "Capacitor Cerâmico SMD 0603" 
C11        7.5pF            TopLayer 0603_C_-_REFLOW                   182.1825     10.0761      180      "Capacitor Cerâmico SMD 0603" 
C12        3.3pF            TopLayer 0603_C_-_REFLOW                   182.1825     5.0655       180      "Capacitor Cerâmico SMD 0603" 
C9         47pF             TopLayer 0603_C_-_REFLOW                   180.6159     3.5610       360      "Capacitor Cerâmico SMD 0603" 
C14        12pF             TopLayer 0603_C_-_REFLOW                   179.1268     0.0953       180      "Capacitor Cerâmico SMD 0603" 
C15        12pF             TopLayer 0603_C_-_REFLOW                   177.7314     1.8307       360      "Capacitor Cerâmico SMD 0603" 
C13        0.8pF            TopLayer 0603_C_-_REFLOW                   172.3601     8.4884       270      "Capacitor Cerâmico SMD 0603" 
U1         VW1101M          TopLayer VW1101M                           126.5084     31.0836      270      "Módulo RF"                   
C1         100nF            TopLayer 0603_C_-_REFLOW                   122.2462     16.0427      270      "Capacitor Cerâmico SMD 0603" 
U3         NS-FREQ          TopLayer FILTRO_SAW                        125.3151     11.9550      270      ""                            
Z2         0R               TopLayer 0603_RF                           126.2809     43.5585      90       0603                          
Z1         0R               TopLayer 0603_RF                           124.6316     43.5782      90       0603                          
R5         47R              TopLayer 0603_R_-_Reflow                   120.5951     3.6898       180      "Resistor SMD 0603"           
R4         10R              TopLayer 0603_R_-_Reflow                   120.5951     2.2087       180      "Resistor SMD 0603"           
L3         22nH             TopLayer 0603_L_-_WAVE                     120.8391     0.6976       360      "Indutor SMD 0603"            
L2         11nH             TopLayer 0603_L_-_WAVE                     122.2720     11.3141      90       "Indutor SMD 0603"            
L1         1.5nH            TopLayer 0603_L_-_WAVE                     119.8451     7.9133       270      "Indutor SMD 0603"            
C8         220pF            TopLayer 0603_C_-_REFLOW                   121.4786     13.7949      360      "Capacitor Cerâmico SMD 0603" 
C7         47pF             TopLayer 0603_C_-_REFLOW                   117.5341     0.6560       360      "Capacitor Cerâmico SMD 0603" 
C6         1nF              TopLayer 0603_C_-_REFLOW                   117.5341     2.1395       360      "Capacitor Cerâmico SMD 0603" 
C5         1uF              TopLayer 0603_C_-_REFLOW                   117.5341     3.6428       360      "Capacitor Cerâmico SMD 0603" 
C4         15pF             TopLayer 0603_C_-_REFLOW                   117.5521     8.9797       360      "Capacitor Cerâmico SMD 0603" 
C3         27pF             TopLayer 0603_C_-_REFLOW                   117.5631     6.9383       360      "Capacitor Cerâmico SMD 0603" 
C2         10uF             TopLayer 0603_C_-_REFLOW                   120.7473     11.2638      270      "Capacitor Cerâmico SMD 0603" 
CON1       ""               TopLayer CON_3_VIAS_ILHA_QUADRADA_COM_FURO 117.4731     15.0700      270      "CON 3 VIAS"                  
CON2       "11 PINOS"       TopLayer BARRA_DE_TERMINAL_F_11X1_2mm      116.9721     35.8307      90       "BARRA DE TERMINAL"           
R3         10k              TopLayer 0603_R_-_Reflow                   129.5000     6.6411       180      "Resistor SMD 0603"           
R2         10k              TopLayer 0603_R_-_Reflow                   129.5150     8.1222       180      "Resistor SMD 0603"           
R1         10k              TopLayer 0603_R_-_Reflow                   129.4976     9.6327       360      "Resistor SMD 0603"           
U2         CC1190RGVR       TopLayer SPVQN-N16                         125.1678     3.8109       90       ""                            
Z4         ""               TopLayer 0603_RF                           126.0849     19.0388      360      0603                          
L4         9.1nH            TopLayer 0603_L_-_WAVE                     132.7913     12.6052      90       "Indutor SMD 0603"            
CON3       IPEX             TopLayer CON_RF_IPEX_UMCC_MHF              132.7853     17.1544      360      "Conector RF"                 
Z3         0R               TopLayer 0603_RF                           125.3031     16.8113      270      0603                          
Z5         ""               TopLayer 0603_RF                           124.5080     14.5709      360      0603                          
R6         3.3k             TopLayer 0603_R_-_Reflow                   120.6517     5.2948       180      "Resistor SMD 0603"           
P3         "PONTO FIDUCIAL" TopLayer PONTO_FIDUCIAL                    114.5543     46.6213      270      ""                            
P2         "PONTO FIDUCIAL" TopLayer PONTO_FIDUCIAL                    128.4161     46.6213      270      ""                            
P1         "PONTO FIDUCIAL" TopLayer PONTO_FIDUCIAL                    128.4162     16.6774      270      ""                            
L5         3nH              TopLayer 0603_L_-_WAVE                     132.7913     7.5706       90       "Indutor SMD 0603"            
L6         7.5nH            TopLayer 0603_L_-_WAVE                     132.7841     1.0940       90       "Indutor SMD 0603"            
L7         10nH             TopLayer 0603_L_-_WAVE                     125.2746     8.3150       90       "Indutor SMD 0603"            
C10        0.5pF            TopLayer 0603_C_-_REFLOW                   132.0097     15.1045      360      "Capacitor Cerâmico SMD 0603" 
C11        7.5pF            TopLayer 0603_C_-_REFLOW                   133.5825     10.0761      180      "Capacitor Cerâmico SMD 0603" 
C12        3.3pF            TopLayer 0603_C_-_REFLOW                   133.5825     5.0655       180      "Capacitor Cerâmico SMD 0603" 
C9         47pF             TopLayer 0603_C_-_REFLOW                   132.0159     3.5610       360      "Capacitor Cerâmico SMD 0603" 
C14        12pF             TopLayer 0603_C_-_REFLOW                   130.5268     0.0953       180      "Capacitor Cerâmico SMD 0603" 
C15        12pF             TopLayer 0603_C_-_REFLOW                   129.1314     1.8307       360      "Capacitor Cerâmico SMD 0603" 
C13        0.8pF            TopLayer 0603_C_-_REFLOW                   123.7601     8.4884       270      "Capacitor Cerâmico SMD 0603" 
U1         VW1101M          TopLayer VW1101M                           77.9084      31.0836      270      "Módulo RF"                   
C1         100nF            TopLayer 0603_C_-_REFLOW                   73.6462      16.0427      270      "Capacitor Cerâmico SMD 0603" 
U3         NS-FREQ          TopLayer FILTRO_SAW                        76.7151      11.9550      270      ""                            
Z2         0R               TopLayer 0603_RF                           77.6809      43.5585      90       0603                          
Z1         0R               TopLayer 0603_RF                           76.0316      43.5782      90       0603                          
R5         47R              TopLayer 0603_R_-_Reflow                   71.9951      3.6898       180      "Resistor SMD 0603"           
R4         10R              TopLayer 0603_R_-_Reflow                   71.9951      2.2087       180      "Resistor SMD 0603"           
L3         22nH             TopLayer 0603_L_-_WAVE                     72.2391      0.6976       360      "Indutor SMD 0603"            
L2         11nH             TopLayer 0603_L_-_WAVE                     73.6720      11.3141      90       "Indutor SMD 0603"            
L1         1.5nH            TopLayer 0603_L_-_WAVE                     71.2451      7.9133       270      "Indutor SMD 0603"            
C8         220pF            TopLayer 0603_C_-_REFLOW                   72.8786      13.7949      360      "Capacitor Cerâmico SMD 0603" 
C7         47pF             TopLayer 0603_C_-_REFLOW                   68.9341      0.6560       360      "Capacitor Cerâmico SMD 0603" 
C6         1nF              TopLayer 0603_C_-_REFLOW                   68.9341      2.1395       360      "Capacitor Cerâmico SMD 0603" 
C5         1uF              TopLayer 0603_C_-_REFLOW                   68.9341      3.6428       360      "Capacitor Cerâmico SMD 0603" 
C4         15pF             TopLayer 0603_C_-_REFLOW                   68.9521      8.9797       360      "Capacitor Cerâmico SMD 0603" 
C3         27pF             TopLayer 0603_C_-_REFLOW                   68.9631      6.9383       360      "Capacitor Cerâmico SMD 0603" 
C2         10uF             TopLayer 0603_C_-_REFLOW                   72.1473      11.2638      270      "Capacitor Cerâmico SMD 0603" 
CON1       ""               TopLayer CON_3_VIAS_ILHA_QUADRADA_COM_FURO 68.8731      15.0700      270      "CON 3 VIAS"                  
CON2       "11 PINOS"       TopLayer BARRA_DE_TERMINAL_F_11X1_2mm      68.3721      35.8307      90       "BARRA DE TERMINAL"           
R3         10k              TopLayer 0603_R_-_Reflow                   80.9000      6.6411       180      "Resistor SMD 0603"           
R2         10k              TopLayer 0603_R_-_Reflow                   80.9150      8.1222       180      "Resistor SMD 0603"           
R1         10k              TopLayer 0603_R_-_Reflow                   80.8976      9.6327       360      "Resistor SMD 0603"           
U2         CC1190RGVR       TopLayer SPVQN-N16                         76.5678      3.8109       90       ""                            
Z4         ""               TopLayer 0603_RF                           77.4849      19.0388      360      0603                          
L4         9.1nH            TopLayer 0603_L_-_WAVE                     84.1913      12.6052      90       "Indutor SMD 0603"            
CON3       IPEX             TopLayer CON_RF_IPEX_UMCC_MHF              84.1853      17.1544      360      "Conector RF"                 
Z3         0R               TopLayer 0603_RF                           76.7031      16.8113      270      0603                          
Z5         ""               TopLayer 0603_RF                           75.9080      14.5709      360      0603                          
R6         3.3k             TopLayer 0603_R_-_Reflow                   72.0517      5.2948       180      "Resistor SMD 0603"           
P3         "PONTO FIDUCIAL" TopLayer PONTO_FIDUCIAL                    65.9543      46.6213      270      ""                            
P2         "PONTO FIDUCIAL" TopLayer PONTO_FIDUCIAL                    79.8161      46.6213      270      ""                            
P1         "PONTO FIDUCIAL" TopLayer PONTO_FIDUCIAL                    79.8162      16.6774      270      ""                            
L5         3nH              TopLayer 0603_L_-_WAVE                     84.1913      7.5706       90       "Indutor SMD 0603"            
L6         7.5nH            TopLayer 0603_L_-_WAVE                     84.1841      1.0940       90       "Indutor SMD 0603"            
L7         10nH             TopLayer 0603_L_-_WAVE                     76.6746      8.3150       90       "Indutor SMD 0603"            
C10        0.5pF            TopLayer 0603_C_-_REFLOW                   83.4097      15.1045      360      "Capacitor Cerâmico SMD 0603" 
C11        7.5pF            TopLayer 0603_C_-_REFLOW                   84.9825      10.0761      180      "Capacitor Cerâmico SMD 0603" 
C12        3.3pF            TopLayer 0603_C_-_REFLOW                   84.9825      5.0655       180      "Capacitor Cerâmico SMD 0603" 
C9         47pF             TopLayer 0603_C_-_REFLOW                   83.4159      3.5610       360      "Capacitor Cerâmico SMD 0603" 
C14        12pF             TopLayer 0603_C_-_REFLOW                   81.9268      0.0953       180      "Capacitor Cerâmico SMD 0603" 
C15        12pF             TopLayer 0603_C_-_REFLOW                   80.5314      1.8307       360      "Capacitor Cerâmico SMD 0603" 
C13        0.8pF            TopLayer 0603_C_-_REFLOW                   75.1601      8.4884       270      "Capacitor Cerâmico SMD 0603" 
U1         VW1101M          TopLayer VW1101M                           29.3084      31.0836      270      "Módulo RF"                   
C1         100nF            TopLayer 0603_C_-_REFLOW                   25.0462      16.0427      270      "Capacitor Cerâmico SMD 0603" 
U3         NS-FREQ          TopLayer FILTRO_SAW                        28.1151      11.9550      270      ""                            
Z2         0R               TopLayer 0603_RF                           29.0809      43.5585      90       0603                          
Z1         0R               TopLayer 0603_RF                           27.4316      43.5782      90       0603                          
R5         47R              TopLayer 0603_R_-_Reflow                   23.3951      3.6898       180      "Resistor SMD 0603"           
R4         10R              TopLayer 0603_R_-_Reflow                   23.3951      2.2087       180      "Resistor SMD 0603"           
L3         22nH             TopLayer 0603_L_-_WAVE                     23.6391      0.6976       360      "Indutor SMD 0603"            
L2         11nH             TopLayer 0603_L_-_WAVE                     25.0720      11.3141      90       "Indutor SMD 0603"            
L1         1.5nH            TopLayer 0603_L_-_WAVE                     22.6451      7.9133       270      "Indutor SMD 0603"            
C8         220pF            TopLayer 0603_C_-_REFLOW                   24.2786      13.7949      360      "Capacitor Cerâmico SMD 0603" 
C7         47pF             TopLayer 0603_C_-_REFLOW                   20.3341      0.6560       360      "Capacitor Cerâmico SMD 0603" 
C6         1nF              TopLayer 0603_C_-_REFLOW                   20.3341      2.1395       360      "Capacitor Cerâmico SMD 0603" 
C5         1uF              TopLayer 0603_C_-_REFLOW                   20.3341      3.6428       360      "Capacitor Cerâmico SMD 0603" 
C4         15pF             TopLayer 0603_C_-_REFLOW                   20.3521      8.9797       360      "Capacitor Cerâmico SMD 0603" 
C3         27pF             TopLayer 0603_C_-_REFLOW                   20.3631      6.9383       360      "Capacitor Cerâmico SMD 0603" 
C2         10uF             TopLayer 0603_C_-_REFLOW                   23.5473      11.2638      270      "Capacitor Cerâmico SMD 0603" 
CON1       ""               TopLayer CON_3_VIAS_ILHA_QUADRADA_COM_FURO 20.2731      15.0700      270      "CON 3 VIAS"                  
CON2       "11 PINOS"       TopLayer BARRA_DE_TERMINAL_F_11X1_2mm      19.7721      35.8307      90       "BARRA DE TERMINAL"           
R3         10k              TopLayer 0603_R_-_Reflow                   32.3000      6.6411       180      "Resistor SMD 0603"           
R2         10k              TopLayer 0603_R_-_Reflow                   32.3150      8.1222       180      "Resistor SMD 0603"           
R1         10k              TopLayer 0603_R_-_Reflow                   32.2976      9.6327       360      "Resistor SMD 0603"           
U2         CC1190RGVR       TopLayer SPVQN-N16                         27.9678      3.8109       90       ""                            
Z4         ""               TopLayer 0603_RF                           28.8849      19.0388      360      0603                          
L4         9.1nH            TopLayer 0603_L_-_WAVE                     35.5913      12.6052      90       "Indutor SMD 0603"            
CON3       IPEX             TopLayer CON_RF_IPEX_UMCC_MHF              35.5853      17.1544      360      "Conector RF"                 
Z3         0R               TopLayer 0603_RF                           28.1031      16.8113      270      0603                          
Z5         ""               TopLayer 0603_RF                           27.3080      14.5709      360      0603                          
R6         3.3k             TopLayer 0603_R_-_Reflow                   23.4517      5.2948       180      "Resistor SMD 0603"           
P3         "PONTO FIDUCIAL" TopLayer PONTO_FIDUCIAL                    17.3543      46.6213      270      ""                            
P2         "PONTO FIDUCIAL" TopLayer PONTO_FIDUCIAL                    31.2161      46.6213      270      ""                            
P1         "PONTO FIDUCIAL" TopLayer PONTO_FIDUCIAL                    31.2162      16.6774      270      ""                            
L5         3nH              TopLayer 0603_L_-_WAVE                     35.5913      7.5706       90       "Indutor SMD 0603"            
L6         7.5nH            TopLayer 0603_L_-_WAVE                     35.5841      1.0940       90       "Indutor SMD 0603"            
L7         10nH             TopLayer 0603_L_-_WAVE                     28.0746      8.3150       90       "Indutor SMD 0603"            
C10        0.5pF            TopLayer 0603_C_-_REFLOW                   34.8097      15.1045      360      "Capacitor Cerâmico SMD 0603" 
C11        7.5pF            TopLayer 0603_C_-_REFLOW                   36.3825      10.0761      180      "Capacitor Cerâmico SMD 0603" 
C12        3.3pF            TopLayer 0603_C_-_REFLOW                   36.3825      5.0655       180      "Capacitor Cerâmico SMD 0603" 
C9         47pF             TopLayer 0603_C_-_REFLOW                   34.8159      3.5610       360      "Capacitor Cerâmico SMD 0603" 
C14        12pF             TopLayer 0603_C_-_REFLOW                   33.3268      0.0953       180      "Capacitor Cerâmico SMD 0603" 
C15        12pF             TopLayer 0603_C_-_REFLOW                   31.9314      1.8307       360      "Capacitor Cerâmico SMD 0603" 
C13        0.8pF            TopLayer 0603_C_-_REFLOW                   26.5601      8.4884       270      "Capacitor Cerâmico SMD 0603" 
